Post,Comment
Qld government debating increasing renewable energy target8WjZPWrhSvVAeaoY7AEv9RcuExdJVGLtr04jJxU5TmI3z,Why not the Japanese are reconsidering our coal contract The most expensive coal in the world a contract that is over a hundred years old No coal  no hospitals no nothing it pays the country bills Goodbye Queensland queen Anna dictator has destroyed this state
Qld government debating increasing renewable energy target8WjZPWrhSvVAeaoY7AEv9RcuExdJVGLtr04jJxU5TmI3z,What a joke!
Think coal advocates and climate sceptics have undue influence in Australian politics? The Renewable Energy Target review all but confirms it.,Didn't they get rid of the science minister a well. Just goes to show how much they care about science based facts compared to opinions of people with no experience in the field.
Think coal advocates and climate sceptics have undue influence in Australian politics? The Renewable Energy Target review all but confirms it.,"""like"".  Hmm.  I certainly do NOT like that this is the case.  I am disappointed and angry.  Australia you are harming your children."
Think coal advocates and climate sceptics have undue influence in Australian politics? The Renewable Energy Target review all but confirms it.,Commit to memory - Tony works for gina and rupert!
Think coal advocates and climate sceptics have undue influence in Australian politics? The Renewable Energy Target review all but confirms it.,There will be a reckoning I hope it catches only those to blame.. I fear not
Think coal advocates and climate sceptics have undue influence in Australian politics? The Renewable Energy Target review all but confirms it.,"Climate-deniers or contrarians please. They are NOT skeptics in the true sense of the word, the critical thinking sense."
Think coal advocates and climate sceptics have undue influence in Australian politics? The Renewable Energy Target review all but confirms it.,and Clive Palmer was ALWAYS going to pass the mining bill/
Think coal advocates and climate sceptics have undue influence in Australian politics? The Renewable Energy Target review all but confirms it.,"Thanks for the info Barb Tyler. Abbot will never admit he was wrong,unfortunately for us."
Think coal advocates and climate sceptics have undue influence in Australian politics? The Renewable Energy Target review all but confirms it.,Stephanie Rowland
Think coal advocates and climate sceptics have undue influence in Australian politics? The Renewable Energy Target review all but confirms it.,Ian Buck
Think coal advocates and climate sceptics have undue influence in Australian politics? The Renewable Energy Target review all but confirms it.,http://www.couriermail.com.au/.../story-fnihsps3...
Renewable Energy Target review confirms influence of coal and climate scepticsThe release of the Renewable Energy Target review last week is yet another indication of the disproportionate influence of the fossil fuel industry and climate sceptics on governments in Australia. Many…,Didn't they get rid of the science minister a well. Just goes to show how much they care about science based facts compared to opinions of people with no experience in the field.
Renewable Energy Target review confirms influence of coal and climate scepticsThe release of the Renewable Energy Target review last week is yet another indication of the disproportionate influence of the fossil fuel industry and climate sceptics on governments in Australia. Many…,"""like"".  Hmm.  I certainly do NOT like that this is the case.  I am disappointed and angry.  Australia you are harming your children."
Renewable Energy Target review confirms influence of coal and climate scepticsThe release of the Renewable Energy Target review last week is yet another indication of the disproportionate influence of the fossil fuel industry and climate sceptics on governments in Australia. Many…,Commit to memory - Tony works for gina and rupert!
Renewable Energy Target review confirms influence of coal and climate scepticsThe release of the Renewable Energy Target review last week is yet another indication of the disproportionate influence of the fossil fuel industry and climate sceptics on governments in Australia. Many…,There will be a reckoning I hope it catches only those to blame.. I fear not
Renewable Energy Target review confirms influence of coal and climate scepticsThe release of the Renewable Energy Target review last week is yet another indication of the disproportionate influence of the fossil fuel industry and climate sceptics on governments in Australia. Many…,"Climate-deniers or contrarians please. They are NOT skeptics in the true sense of the word, the critical thinking sense."
Renewable Energy Target review confirms influence of coal and climate scepticsThe release of the Renewable Energy Target review last week is yet another indication of the disproportionate influence of the fossil fuel industry and climate sceptics on governments in Australia. Many…,and Clive Palmer was ALWAYS going to pass the mining bill/
Renewable Energy Target review confirms influence of coal and climate scepticsThe release of the Renewable Energy Target review last week is yet another indication of the disproportionate influence of the fossil fuel industry and climate sceptics on governments in Australia. Many…,"Thanks for the info Barb Tyler. Abbot will never admit he was wrong,unfortunately for us."
Renewable Energy Target review confirms influence of coal and climate scepticsThe release of the Renewable Energy Target review last week is yet another indication of the disproportionate influence of the fossil fuel industry and climate sceptics on governments in Australia. Many…,Stephanie Rowland
Renewable Energy Target review confirms influence of coal and climate scepticsThe release of the Renewable Energy Target review last week is yet another indication of the disproportionate influence of the fossil fuel industry and climate sceptics on governments in Australia. Many…,Ian Buck
Renewable Energy Target review confirms influence of coal and climate scepticsThe release of the Renewable Energy Target review last week is yet another indication of the disproportionate influence of the fossil fuel industry and climate sceptics on governments in Australia. Many…,http://www.couriermail.com.au/.../story-fnihsps3...
Labor is proposing an 'ambitious' 50 per cent renewable energy target by 2030. Do you think this is a realistic goal?,"Once again workers will be the victims of alternative PM Shorten, and Labor, and the Unions."
Labor is proposing an 'ambitious' 50 per cent renewable energy target by 2030. Do you think this is a realistic goal?,Dreams are free for Bill Shorten
Labor is proposing an 'ambitious' 50 per cent renewable energy target by 2030. Do you think this is a realistic goal?,"Will only work if the ALP, Greens and Unions stand in front of the Windmills to make all their speeches."
Labor is proposing an 'ambitious' 50 per cent renewable energy target by 2030. Do you think this is a realistic goal?,"The technology exists... What is lacking is a unified approach to accepting the observable facts, and then acting to changd the inevitable outcome!"
Labor is proposing an 'ambitious' 50 per cent renewable energy target by 2030. Do you think this is a realistic goal?,A reasonable goal if Labor is aiming to lose an election. Go for it Short Willy.
Labor is proposing an 'ambitious' 50 per cent renewable energy target by 2030. Do you think this is a realistic goal?,How can ASSASSIN Bill Shorten say that Renewable Energy pays for itself-BILL SHORTEN has never paid for himself!
Labor is proposing an 'ambitious' 50 per cent renewable energy target by 2030. Do you think this is a realistic goal?,The Union Party are full of hot air.
Labor is proposing an 'ambitious' 50 per cent renewable energy target by 2030. Do you think this is a realistic goal?,"Yes, it already could have been on its way to being achieved if Abbott didn't replace the carbon tax with the more expensive and totally ineffective Direct Action Plan, and didn't take money away from renewables to give more to coal miners."
Labor is proposing an 'ambitious' 50 per cent renewable energy target by 2030. Do you think this is a realistic goal?,"That's not even ambitious compared to other major developed notions such as Switzerland, Finland and Iceland who plan to phase out fossil fuels entirely, you have to go all the way to in order to combat climate change and I admit that 50% is a noble step in the right direction it's just not good enough when all models show that a an energy independence country that is purely a 98% energy renewable country is far more stable as well as creating an increase in our GDP by up to 6% and in doing so you can eliminate coal and crude oil entirely as it can only impact the GDP by at maximum 4% and the only reason why I see that no one wishes to pursue this course of action that is popular among the economist report, the EU and the UN would be if you seem to make some personal profit from the burning of these precious resources, and would that not be completely wrong."
Labor is proposing an 'ambitious' 50 per cent renewable energy target by 2030. Do you think this is a realistic goal?,"Sky News Australia, why perpetuate the notion that 'every day Australians' are 'experts' on everything policy related? No average Australian would question a theoretical physicist when it comes to theoretical physics, or at least I'd hope not. But thanks to the media, everyday Australians seem to think they are all Economists, able to effectively evaluate all matters economic. This is incredibly damaging to the level of economic debate in this country, and ultimately the effectiveness of policy. "
Labor is proposing an 'ambitious' 50 per cent renewable energy target by 2030. Do you think this is a realistic goal?,Once again Labor is appeasing the Looney Left Greenies
Labor is proposing an 'ambitious' 50 per cent renewable energy target by 2030. Do you think this is a realistic goal?,"No, of course it's not. They don't have a clue about renewable energy, just how to impose Taxes !"
Labor is proposing an 'ambitious' 50 per cent renewable energy target by 2030. Do you think this is a realistic goal?,100% Target by 2030 BillVOLUMESVolumes of cleaner airVolumes of new jobs for (Australians)Volumes of new business tax revenueCheaper energy billsVolumes of Votes
Labor is proposing an 'ambitious' 50 per cent renewable energy target by 2030. Do you think this is a realistic goal?,I think he needs to move on to a different policy altogether. Labor are not too credible and have done much damage on this one. Tell him to think outside the box and come up with something unique. Tell him to stay away from The Greens with his next idea.
Labor is proposing an 'ambitious' 50 per cent renewable energy target by 2030. Do you think this is a realistic goal?,Put it straight on credit Bill. Power bills rise to offset the costs compared to the return of wind and solar. How would bills be reduced ??
Labor is proposing an 'ambitious' 50 per cent renewable energy target by 2030. Do you think this is a realistic goal?,"Another THOUGHT BUBBLE from Labor, we are use to them, remember how many of this in the last 2 Labor/Greens Governments ?? Maybe Swan and Gillard are advising Shorten"
Labor is proposing an 'ambitious' 50 per cent renewable energy target by 2030. Do you think this is a realistic goal?,Anyone can make this claim but I bet none of them will be in parliament in 2030. Should be illegal to make claims outside your tenure 
